x,y,z,rx,ry,rz
323.9596720994386,-6.386959295180533,200.0,180,0,0
324.1128530134781,-6.358663228957948,200.0,180,0,0
324.4244668896656,-6.248476582360303,200.0,180,0,0
324.82357667647756,-6.248712282185737,200.0,180,0,0
325.35723292716324,-6.3156570761941895,200.0,180,0,0
325.82830035999996,-6.352196592721689,200.0,180,0,0
326.1517944148776,-6.422882366010744,200.0,180,0,0
326.55070925667246,-6.387757048435847,200.0,180,0,0
326.9424570022496,-6.41382907527998,200.0,180,0,0
327.3951996034771,-6.457910986221359,200.0,180,0,0
327.6495225793395,-6.504772946385803,200.0,180,0,0
327.90551978887834,-6.520728011492087,200.0,180,0,0
328.19527688844056,-6.493398918912307,200.0,180,0,0
328.51880534538014,-6.464558930015645,200.0,180,0,0
328.90749130745314,-6.463930397147822,200.0,180,0,0
329.1671580702554,-6.560446453870309,200.0,180,0,0
329.4347602419898,-6.47688784396141,200.0,180,0,0
329.5957274893602,-6.445799641345226,200.0,180,0,0
329.81699008379,-6.626950066154231,200.0,180,0,0
329.746202107868,-6.521864205522384,200.0,180,0,0
329.8720448500951,-6.532198736329863,200.0,180,0,0
330.01154521087454,-6.494674115403757,200.0,180,0,0
330.1051417537995,-6.502029158674344,200.0,180,0,0
330.2326587297031,-6.508350748864182,200.0,180,0,0
330.46488411450736,-6.474760501947238,200.0,180,0,0
330.577344454677,-6.398490455870984,200.0,180,0,0
330.87308751300014,-6.358602793105272,200.0,180,0,0
331.2376117603044,-6.4244960032771745,200.0,180,0,0
331.49042104544566,-6.423855383238816,200.0,180,0,0
331.734366065985,-6.502343425108255,200.0,180,0,0
332.1318589558902,-6.506767329524089,200.0,180,0,0
332.40794696954623,-6.665598793940099,200.0,180,0,0
332.57126502447596,-6.7257868596194506,200.0,180,0,0
332.81616183539296,-6.760428690372944,200.0,180,0,0
333.1932313679165,-6.702784974091222,200.0,180,0,0
333.51663368396265,-6.7193685720653304,200.0,180,0,0
333.8247041477801,-6.747882207357548,200.0,180,0,0
334.2016819414721,-6.751375399642181,200.0,180,0,0
334.49774608570584,-6.71312554848397,200.0,180,0,0
334.97888185530894,-6.6831554091422785,200.0,180,0,0
335.1933443088475,-6.656539459624067,200.0,180,0,0
